disease,n,p,k,temperature,humidity,severity_level,remedy_with_remedy_capacity
Cercospora Leaf Blight,239,189,239,29,42,Severe,128
Cercospora Leaf Blight,240,190,240,29.1,43,Severe,128
Cercospora Leaf Blight,241,191,241,29.2,44,Severe,128
Cercospora Leaf Blight,242,192,242,29.3,45,Severe,128
Cercospora Leaf Blight,243,193,243,29.4,46,Severe,128
Cercospora Leaf Blight,244,194,244,29.5,47,Severe,128
Cercospora Leaf Blight,245,195,245,29.6,48,Severe,128
Rust Disease,222,172,222,22.3,47,Severe,129
Rust Disease,223,173,223,22.4,48,Severe,129
Rust Disease,224,174,224,22.5,49,Severe,129
Rust Disease,225,175,225,22.6,50,Severe,129
Rust Disease,226,176,226,22.7,40,Severe,129
Rust Disease,227,177,227,22.8,41,Severe,129
Rust Disease,228,178,228,22.9,42,Severe,129
Rust Disease,229,179,229,23,43,Severe,129
Rust Disease,230,180,230,23.1,44,Severe,129
Rust Disease,231,181,231,23.2,45,Severe,129
Rust Disease,232,182,232,23.3,46,Severe,129
Rust Disease,233,183,233,23.4,47,Severe,129
Cercospora Leaf Blight,222,172,222,27.3,47,Severe,129
Cercospora Leaf Blight,223,173,223,27.4,48,Severe,129
Cercospora Leaf Blight,224,174,224,27.5,49,Severe,129
Cercospora Leaf Blight,225,175,225,27.6,50,Severe,129
Cercospora Leaf Blight,226,176,226,27.7,40,Severe,129
Cercospora Leaf Blight,227,177,227,27.8,41,Severe,129
Cercospora Leaf Blight,228,178,228,27.9,42,Severe,129
Cercospora Leaf Blight,229,179,229,28,43,Severe,129
Cercospora Leaf Blight,230,180,230,28.1,44,Severe,129
Cercospora Leaf Blight,231,181,231,28.2,45,Severe,129
Cercospora Leaf Blight,232,182,232,28.3,46,Severe,129
Cercospora Leaf Blight,233,183,233,28.4,47,Severe,129
Rust Disease,210,160,210,21.1,46,Severe,130
Rust Disease,211,161,211,21.2,47,Severe,130
Rust Disease,212,162,212,21.3,48,Severe,130
Rust Disease,213,163,213,21.4,49,Severe,130
Rust Disease,214,164,214,21.5,50,Severe,130
Rust Disease,215,165,215,21.6,40,Severe,130
Rust Disease,216,166,216,21.7,41,Severe,130
Rust Disease,217,167,217,21.8,42,Severe,130
Rust Disease,218,168,218,21.9,43,Severe,130
Rust Disease,219,169,219,22,44,Severe,130
Rust Disease,220,170,220,22.1,45,Severe,130
Rust Disease,221,171,221,22.2,46,Severe,130
Cercospora Leaf Blight,210,160,210,26.1,46,Severe,130
Cercospora Leaf Blight,211,161,211,26.2,47,Severe,130
Cercospora Leaf Blight,212,162,212,26.3,48,Severe,130
Cercospora Leaf Blight,213,163,213,26.4,49,Severe,130
Cercospora Leaf Blight,214,164,214,26.5,50,Severe,130
Cercospora Leaf Blight,215,165,215,26.6,40,Severe,130
Cercospora Leaf Blight,216,166,216,26.7,41,Severe,130
Cercospora Leaf Blight,217,167,217,26.8,42,Severe,130
Cercospora Leaf Blight,218,168,218,26.9,43,Severe,130
Cercospora Leaf Blight,219,169,219,27,44,Severe,130
Cercospora Leaf Blight,220,170,220,27.1,45,Severe,130
Cercospora Leaf Blight,221,171,221,27.2,46,Severe,130
Rust Disease,249,199,249,19.9,45,Severe,131
Rust Disease,250,200,250,20,46,Severe,131
Rust Disease,200,150,200,20.1,47,Severe,131
Rust Disease,201,151,201,20.2,48,Severe,131
Rust Disease,202,152,202,20.3,49,Severe,131
Rust Disease,203,153,203,20.4,50,Severe,131
Rust Disease,204,154,204,20.5,40,Severe,131
Rust Disease,205,155,205,20.6,41,Severe,131
Rust Disease,206,156,206,20.7,42,Severe,131
Rust Disease,207,157,207,20.8,43,Severe,131
Rust Disease,208,158,208,20.9,44,Severe,131
Rust Disease,209,159,209,21,45,Severe,131
Cercospora Leaf Blight,249,199,249,24.9,45,Severe,131
Cercospora Leaf Blight,250,200,250,25,46,Severe,131
Cercospora Leaf Blight,200,150,200,25.1,47,Severe,131
Cercospora Leaf Blight,201,151,201,25.2,48,Severe,131
Cercospora Leaf Blight,202,152,202,25.3,49,Severe,131
Cercospora Leaf Blight,203,153,203,25.4,50,Severe,131
Cercospora Leaf Blight,204,154,204,25.5,40,Severe,131
Cercospora Leaf Blight,205,155,205,25.6,41,Severe,131
Cercospora Leaf Blight,206,156,206,25.7,42,Severe,131
Cercospora Leaf Blight,207,157,207,25.8,43,Severe,131
Cercospora Leaf Blight,208,158,208,25.9,44,Severe,131
Cercospora Leaf Blight,209,159,209,26,45,Severe,131
Rust Disease,237,187,237,18.7,44,Severe,132
Rust Disease,238,188,238,18.8,45,Severe,132
Rust Disease,239,189,239,18.9,46,Severe,132
Rust Disease,240,190,240,19,47,Severe,132
Rust Disease,241,191,241,19.1,48,Severe,132
Rust Disease,242,192,242,19.2,49,Severe,132
Rust Disease,243,193,243,19.3,50,Severe,132
Rust Disease,244,194,244,19.4,40,Severe,132
Rust Disease,245,195,245,19.5,41,Severe,132
Rust Disease,246,196,246,19.6,42,Severe,132
Rust Disease,247,197,247,19.7,43,Severe,132
Rust Disease,248,198,248,19.8,44,Severe,132
Cercospora Leaf Blight,237,187,237,23.7,44,Severe,132
Cercospora Leaf Blight,238,188,238,23.8,45,Severe,132
Cercospora Leaf Blight,239,189,239,23.9,46,Severe,132
Cercospora Leaf Blight,240,190,240,24,47,Severe,132
Cercospora Leaf Blight,241,191,241,24.1,48,Severe,132
Cercospora Leaf Blight,242,192,242,24.2,49,Severe,132
Cercospora Leaf Blight,243,193,243,24.3,50,Severe,132
Cercospora Leaf Blight,244,194,244,24.4,40,Severe,132
Cercospora Leaf Blight,245,195,245,24.5,41,Severe,132
Cercospora Leaf Blight,246,196,246,24.6,42,Severe,132
Cercospora Leaf Blight,247,197,247,24.7,43,Severe,132
Cercospora Leaf Blight,248,198,248,24.8,44,Severe,132
Rust Disease,225,175,225,17.5,43,Severe,133
Rust Disease,226,176,226,17.6,44,Severe,133
Rust Disease,227,177,227,17.7,45,Severe,133
Rust Disease,228,178,228,17.8,46,Severe,133
Rust Disease,229,179,229,17.9,47,Severe,133
Rust Disease,230,180,230,18,48,Severe,133
Rust Disease,231,181,231,18.1,49,Severe,133
Rust Disease,232,182,232,18.2,50,Severe,133
Rust Disease,233,183,233,18.3,40,Severe,133
Rust Disease,234,184,234,18.4,41,Severe,133
Rust Disease,235,185,235,18.5,42,Severe,133
Rust Disease,236,186,236,18.6,43,Severe,133
Cercospora Leaf Blight,225,175,225,22.5,43,Severe,133
Cercospora Leaf Blight,226,176,226,22.6,44,Severe,133
Cercospora Leaf Blight,227,177,227,22.7,45,Severe,133
Cercospora Leaf Blight,228,178,228,22.8,46,Severe,133
Cercospora Leaf Blight,229,179,229,22.9,47,Severe,133
Cercospora Leaf Blight,230,180,230,23,48,Severe,133
Cercospora Leaf Blight,231,181,231,23.1,49,Severe,133
Cercospora Leaf Blight,232,182,232,23.2,50,Severe,133
Cercospora Leaf Blight,233,183,233,23.3,40,Severe,133
Cercospora Leaf Blight,234,184,234,23.4,41,Severe,133
Cercospora Leaf Blight,235,185,235,23.5,42,Severe,133
Cercospora Leaf Blight,236,186,236,23.6,43,Severe,133
Rust Disease,213,163,213,16.3,42,Severe,134
Rust Disease,214,164,214,16.4,43,Severe,134
Rust Disease,215,165,215,16.5,44,Severe,134
Rust Disease,216,166,216,16.6,45,Severe,134
Rust Disease,217,167,217,16.7,46,Severe,134
Rust Disease,218,168,218,16.8,47,Severe,134
Rust Disease,219,169,219,16.9,48,Severe,134
Rust Disease,220,170,220,17,49,Severe,134
Rust Disease,221,171,221,17.1,50,Severe,134
Rust Disease,222,172,222,17.2,40,Severe,134
Rust Disease,223,173,223,17.3,41,Severe,134
Rust Disease,224,174,224,17.4,42,Severe,134
Cercospora Leaf Blight,213,163,213,21.3,42,Severe,134
Cercospora Leaf Blight,214,164,214,21.4,43,Severe,134
Cercospora Leaf Blight,215,165,215,21.5,44,Severe,134
Cercospora Leaf Blight,216,166,216,21.6,45,Severe,134
Cercospora Leaf Blight,217,167,217,21.7,46,Severe,134
Cercospora Leaf Blight,218,168,218,21.8,47,Severe,134
Cercospora Leaf Blight,219,169,219,21.9,48,Severe,134
Cercospora Leaf Blight,220,170,220,22,49,Severe,134
Cercospora Leaf Blight,221,171,221,22.1,50,Severe,134
Cercospora Leaf Blight,222,172,222,22.2,40,Severe,134
Cercospora Leaf Blight,223,173,223,22.3,41,Severe,134
Cercospora Leaf Blight,224,174,224,22.4,42,Severe,134
Rust Disease,200,150,200,15,40,Severe,135
Rust Disease,201,151,201,15.1,41,Severe,135
Rust Disease,202,152,202,15.2,42,Severe,135
Rust Disease,203,153,203,15.3,43,Severe,135
Rust Disease,204,154,204,15.4,44,Severe,135
Rust Disease,205,155,205,15.5,45,Severe,135
Rust Disease,206,156,206,15.6,46,Severe,135
Rust Disease,207,157,207,15.7,47,Severe,135
Rust Disease,208,158,208,15.8,48,Severe,135
Rust Disease,209,159,209,15.9,49,Severe,135
Rust Disease,210,160,210,16,50,Severe,135
Rust Disease,211,161,211,16.1,40,Severe,135
Rust Disease,212,162,212,16.2,41,Severe,135
Cercospora Leaf Blight,200,150,200,20,40,Severe,135
Cercospora Leaf Blight,201,151,201,20.1,41,Severe,135
Cercospora Leaf Blight,202,152,202,20.2,42,Severe,135
Cercospora Leaf Blight,203,153,203,20.3,43,Severe,135
Cercospora Leaf Blight,204,154,204,20.4,44,Severe,135
Cercospora Leaf Blight,205,155,205,20.5,45,Severe,135
Cercospora Leaf Blight,206,156,206,20.6,46,Severe,135
Cercospora Leaf Blight,207,157,207,20.7,47,Severe,135
Cercospora Leaf Blight,208,158,208,20.8,48,Severe,135
Cercospora Leaf Blight,209,159,209,20.9,49,Severe,135
Cercospora Leaf Blight,210,160,210,21,50,Severe,135
Cercospora Leaf Blight,211,161,211,21.1,40,Severe,135
Cercospora Leaf Blight,212,162,212,21.2,41,Severe,135
Powdery Mildew,245,195,245,24.6,48,Severe,147
Powdery Mildew,246,196,246,24.7,49,Severe,147
Powdery Mildew,247,197,247,24.8,50,Severe,147
Powdery Mildew,248,198,248,24.9,40,Severe,147
Powdery Mildew,249,199,249,25,41,Severe,147
Powdery Mildew,234,184,234,23.5,48,Severe,148
Powdery Mildew,235,185,235,23.6,49,Severe,148
Powdery Mildew,236,186,236,23.7,50,Severe,148
Powdery Mildew,237,187,237,23.8,40,Severe,148
Powdery Mildew,238,188,238,23.9,41,Severe,148
Powdery Mildew,239,189,239,24,42,Severe,148
Powdery Mildew,240,190,240,24.1,43,Severe,148
Powdery Mildew,241,191,241,24.2,44,Severe,148
Powdery Mildew,242,192,242,24.3,45,Severe,148
Powdery Mildew,243,193,243,24.4,46,Severe,148
Powdery Mildew,244,194,244,24.5,47,Severe,148
Powdery Mildew,222,172,222,22.3,47,Severe,149
Powdery Mildew,223,173,223,22.4,48,Severe,149
Powdery Mildew,224,174,224,22.5,49,Severe,149
Powdery Mildew,225,175,225,22.6,50,Severe,149
Powdery Mildew,226,176,226,22.7,40,Severe,149
Powdery Mildew,227,177,227,22.8,41,Severe,149
Powdery Mildew,228,178,228,22.9,42,Severe,149
Powdery Mildew,229,179,229,23,43,Severe,149
Powdery Mildew,230,180,230,23.1,44,Severe,149
Powdery Mildew,231,181,231,23.2,45,Severe,149
Powdery Mildew,232,182,232,23.3,46,Severe,149
Powdery Mildew,233,183,233,23.4,47,Severe,149
Powdery Mildew,210,160,210,21.1,46,Severe,150
Powdery Mildew,211,161,211,21.2,47,Severe,150
Powdery Mildew,212,162,212,21.3,48,Severe,150
Powdery Mildew,213,163,213,21.4,49,Severe,150
Powdery Mildew,214,164,214,21.5,50,Severe,150
Powdery Mildew,215,165,215,21.6,40,Severe,150
Powdery Mildew,216,166,216,21.7,41,Severe,150
Powdery Mildew,217,167,217,21.8,42,Severe,150
Powdery Mildew,218,168,218,21.9,43,Severe,150
Powdery Mildew,219,169,219,22,44,Severe,150
Powdery Mildew,220,170,220,22.1,45,Severe,150
Powdery Mildew,221,171,221,22.2,46,Severe,150
Powdery Mildew,249,199,249,19.9,45,Severe,151
Powdery Mildew,250,200,250,20,46,Severe,151
Powdery Mildew,200,150,200,20.1,47,Severe,151
Powdery Mildew,201,151,201,20.2,48,Severe,151
Powdery Mildew,202,152,202,20.3,49,Severe,151
Powdery Mildew,203,153,203,20.4,50,Severe,151
Powdery Mildew,204,154,204,20.5,40,Severe,151
Powdery Mildew,205,155,205,20.6,41,Severe,151
Powdery Mildew,206,156,206,20.7,42,Severe,151
Powdery Mildew,207,157,207,20.8,43,Severe,151
Powdery Mildew,208,158,208,20.9,44,Severe,151
Powdery Mildew,209,159,209,21,45,Severe,151
Powdery Mildew,237,187,237,18.7,44,Severe,152
Powdery Mildew,238,188,238,18.8,45,Severe,152
Powdery Mildew,239,189,239,18.9,46,Severe,152
Powdery Mildew,240,190,240,19,47,Severe,152
Powdery Mildew,241,191,241,19.1,48,Severe,152
Powdery Mildew,242,192,242,19.2,49,Severe,152
Powdery Mildew,243,193,243,19.3,50,Severe,152
Powdery Mildew,244,194,244,19.4,40,Severe,152
Powdery Mildew,245,195,245,19.5,41,Severe,152
Powdery Mildew,246,196,246,19.6,42,Severe,152
Powdery Mildew,247,197,247,19.7,43,Severe,152
Powdery Mildew,248,198,248,19.8,44,Severe,152
Powdery Mildew,225,175,225,17.5,43,Severe,153
Powdery Mildew,226,176,226,17.6,44,Severe,153
Powdery Mildew,227,177,227,17.7,45,Severe,153
Powdery Mildew,228,178,228,17.8,46,Severe,153
Powdery Mildew,229,179,229,17.9,47,Severe,153
Powdery Mildew,230,180,230,18,48,Severe,153
Powdery Mildew,231,181,231,18.1,49,Severe,153
Powdery Mildew,232,182,232,18.2,50,Severe,153
Powdery Mildew,233,183,233,18.3,40,Severe,153
Powdery Mildew,234,184,234,18.4,41,Severe,153
Powdery Mildew,235,185,235,18.5,42,Severe,153
Powdery Mildew,236,186,236,18.6,43,Severe,153
Powdery Mildew,213,163,213,16.3,42,Severe,154
Powdery Mildew,214,164,214,16.4,43,Severe,154
Powdery Mildew,215,165,215,16.5,44,Severe,154
Powdery Mildew,216,166,216,16.6,45,Severe,154
Powdery Mildew,217,167,217,16.7,46,Severe,154
Powdery Mildew,218,168,218,16.8,47,Severe,154
Powdery Mildew,219,169,219,16.9,48,Severe,154
Powdery Mildew,220,170,220,17,49,Severe,154
Powdery Mildew,221,171,221,17.1,50,Severe,154
Powdery Mildew,222,172,222,17.2,40,Severe,154
Powdery Mildew,223,173,223,17.3,41,Severe,154
Powdery Mildew,224,174,224,17.4,42,Severe,154
Powdery Mildew,200,150,200,15,40,Severe,155
Powdery Mildew,201,151,201,15.1,41,Severe,155
Powdery Mildew,202,152,202,15.2,42,Severe,155
Powdery Mildew,203,153,203,15.3,43,Severe,155
Powdery Mildew,204,154,204,15.4,44,Severe,155
Powdery Mildew,205,155,205,15.5,45,Severe,155
Powdery Mildew,206,156,206,15.6,46,Severe,155
Powdery Mildew,207,157,207,15.7,47,Severe,155
Powdery Mildew,208,158,208,15.8,48,Severe,155
Powdery Mildew,209,159,209,15.9,49,Severe,155
Powdery Mildew,210,160,210,16,50,Severe,155
Powdery Mildew,211,161,211,16.1,40,Severe,155
Powdery Mildew,212,162,212,16.2,41,Severe,155
Leaf Spot,173,123,173,19.9,45,Severe,156
Leaf Spot,174,124,174,20,46,Severe,156
Leaf Spot,167,117,167,19.3,50,Severe,157
Leaf Spot,168,118,168,19.4,40,Severe,157
Leaf Spot,169,119,169,19.5,41,Severe,157
Leaf Spot,170,120,170,19.6,42,Severe,157
Leaf Spot,171,121,171,19.7,43,Severe,157
Leaf Spot,172,122,172,19.8,44,Severe,157
Leaf Spot,161,111,161,18.7,44,Severe,158
Leaf Spot,162,112,162,18.8,45,Severe,158
Leaf Spot,163,113,163,18.9,46,Severe,158
Leaf Spot,164,114,164,19,47,Severe,158
Leaf Spot,165,115,165,19.1,48,Severe,158
Leaf Spot,166,116,166,19.2,49,Severe,158
Leaf Spot,155,105,155,18.1,49,Severe,159
Leaf Spot,156,106,156,18.2,50,Severe,159
Leaf Spot,157,107,157,18.3,40,Severe,159
Leaf Spot,158,108,158,18.4,41,Severe,159
Leaf Spot,159,109,159,18.5,42,Severe,159
Leaf Spot,160,110,160,18.6,43,Severe,159
Leaf Spot,175,125,175,17.5,43,Severe,160
Leaf Spot,150,100,150,17.6,44,Severe,160
Leaf Spot,151,101,151,17.7,45,Severe,160
Leaf Spot,152,102,152,17.8,46,Severe,160
Leaf Spot,153,103,153,17.9,47,Severe,160
Leaf Spot,154,104,154,18,48,Severe,160
Leaf Spot,169,119,169,16.9,48,Severe,161
Leaf Spot,170,120,170,17,49,Severe,161
Leaf Spot,171,121,171,17.1,50,Severe,161
Leaf Spot,172,122,172,17.2,40,Severe,161
Leaf Spot,173,123,173,17.3,41,Severe,161
Leaf Spot,174,124,174,17.4,42,Severe,161
Leaf Spot,163,113,163,16.3,42,Severe,162
Leaf Spot,164,114,164,16.4,43,Severe,162
Leaf Spot,165,115,165,16.5,44,Severe,162
Leaf Spot,166,116,166,16.6,45,Severe,162
Leaf Spot,167,117,167,16.7,46,Severe,162
Leaf Spot,168,118,168,16.8,47,Severe,162
Leaf Spot,157,107,157,15.7,47,Severe,163
Leaf Spot,158,108,158,15.8,48,Severe,163
Leaf Spot,159,109,159,15.9,49,Severe,163
Leaf Spot,160,110,160,16,50,Severe,163
Leaf Spot,161,111,161,16.1,40,Severe,163
Leaf Spot,162,112,162,16.2,41,Severe,163
Leaf Spot,150,100,150,15,40,Severe,164
Leaf Spot,151,101,151,15.1,41,Severe,164
Leaf Spot,152,102,152,15.2,42,Severe,164
Leaf Spot,153,103,153,15.3,43,Severe,164
Leaf Spot,154,104,154,15.4,44,Severe,164
Leaf Spot,155,105,155,15.5,45,Severe,164
Leaf Spot,156,106,156,15.6,46,Severe,164
Leaf Spot,246,196,246,29.7,49,Severe,165
Leaf Spot,247,197,247,29.8,50,Severe,165
Leaf Spot,248,198,248,29.9,40,Severe,165
Leaf Spot,249,199,249,30,41,Severe,165
Leaf Spot,240,190,240,29.1,43,Severe,166
Leaf Spot,241,191,241,29.2,44,Severe,166
Leaf Spot,242,192,242,29.3,45,Severe,166
Leaf Spot,243,193,243,29.4,46,Severe,166
Leaf Spot,244,194,244,29.5,47,Severe,166
Leaf Spot,245,195,245,29.6,48,Severe,166
Leaf Spot,234,184,234,28.5,48,Severe,167
Leaf Spot,235,185,235,28.6,49,Severe,167
Leaf Spot,236,186,236,28.7,50,Severe,167
Leaf Spot,237,187,237,28.8,40,Severe,167
Leaf Spot,238,188,238,28.9,41,Severe,167
Leaf Spot,239,189,239,29,42,Severe,167
Leaf Spot,228,178,228,27.9,42,Severe,168
Leaf Spot,229,179,229,28,43,Severe,168
Leaf Spot,230,180,230,28.1,44,Severe,168
Leaf Spot,231,181,231,28.2,45,Severe,168
Leaf Spot,232,182,232,28.3,46,Severe,168
Leaf Spot,233,183,233,28.4,47,Severe,168
Leaf Spot,222,172,222,27.3,47,Severe,169
Leaf Spot,223,173,223,27.4,48,Severe,169
Leaf Spot,224,174,224,27.5,49,Severe,169
Leaf Spot,225,175,225,27.6,50,Severe,169
Leaf Spot,226,176,226,27.7,40,Severe,169
Leaf Spot,227,177,227,27.8,41,Severe,169
Leaf Spot,216,166,216,26.7,41,Severe,170
Leaf Spot,217,167,217,26.8,42,Severe,170
Leaf Spot,218,168,218,26.9,43,Severe,170
Leaf Spot,219,169,219,27,44,Severe,170
Leaf Spot,220,170,220,27.1,45,Severe,170
Leaf Spot,221,171,221,27.2,46,Severe,170
Leaf Spot,210,160,210,26.1,46,Severe,171
Leaf Spot,211,161,211,26.2,47,Severe,171
Leaf Spot,212,162,212,26.3,48,Severe,171
Leaf Spot,213,163,213,26.4,49,Severe,171
Leaf Spot,214,164,214,26.5,50,Severe,171
Leaf Spot,215,165,215,26.6,40,Severe,171
Anthracnose,210,160,210,26.1,46,Severe,171
Anthracnose,211,161,211,26.2,47,Severe,171
Anthracnose,212,162,212,26.3,48,Severe,171
Anthracnose,213,163,213,26.4,49,Severe,171
Anthracnose,214,164,214,26.5,50,Severe,171
Anthracnose,215,165,215,26.6,40,Severe,171
Leaf Spot,204,154,204,25.5,40,Severe,172
Leaf Spot,205,155,205,25.6,41,Severe,172
Leaf Spot,206,156,206,25.7,42,Severe,172
Leaf Spot,207,157,207,25.8,43,Severe,172
Leaf Spot,208,158,208,25.9,44,Severe,172
Leaf Spot,209,159,209,26,45,Severe,172
Anthracnose,204,154,204,25.5,40,Severe,172
Anthracnose,205,155,205,25.6,41,Severe,172
Anthracnose,206,156,206,25.7,42,Severe,172
Anthracnose,207,157,207,25.8,43,Severe,172
Anthracnose,208,158,208,25.9,44,Severe,172
Anthracnose,209,159,209,26,45,Severe,172
Leaf Spot,249,199,249,24.9,45,Severe,173
Leaf Spot,250,200,250,25,46,Severe,173
Leaf Spot,200,150,200,25.1,47,Severe,173
Leaf Spot,201,151,201,25.2,48,Severe,173
Leaf Spot,202,152,202,25.3,49,Severe,173
Leaf Spot,203,153,203,25.4,50,Severe,173
Anthracnose,249,199,249,24.9,45,Severe,173
Anthracnose,250,200,250,25,46,Severe,173
Anthracnose,200,150,200,25.1,47,Severe,173
Anthracnose,201,151,201,25.2,48,Severe,173
Anthracnose,202,152,202,25.3,49,Severe,173
Anthracnose,203,153,203,25.4,50,Severe,173
Leaf Spot,243,193,243,24.3,50,Severe,174
Leaf Spot,244,194,244,24.4,40,Severe,174
Leaf Spot,245,195,245,24.5,41,Severe,174
Leaf Spot,246,196,246,24.6,42,Severe,174
Leaf Spot,247,197,247,24.7,43,Severe,174
Leaf Spot,248,198,248,24.8,44,Severe,174
Anthracnose,243,193,243,24.3,50,Severe,174
Anthracnose,244,194,244,24.4,40,Severe,174
Anthracnose,245,195,245,24.5,41,Severe,174
Anthracnose,246,196,246,24.6,42,Severe,174
Anthracnose,247,197,247,24.7,43,Severe,174
Anthracnose,248,198,248,24.8,44,Severe,174
Leaf Spot,237,187,237,23.7,44,Severe,175
Leaf Spot,238,188,238,23.8,45,Severe,175
Leaf Spot,239,189,239,23.9,46,Severe,175
Leaf Spot,240,190,240,24,47,Severe,175
Leaf Spot,241,191,241,24.1,48,Severe,175
Leaf Spot,242,192,242,24.2,49,Severe,175
Anthracnose,237,187,237,23.7,44,Severe,175
Anthracnose,238,188,238,23.8,45,Severe,175
Anthracnose,239,189,239,23.9,46,Severe,175
Anthracnose,240,190,240,24,47,Severe,175
Anthracnose,241,191,241,24.1,48,Severe,175
Anthracnose,242,192,242,24.2,49,Severe,175
Leaf Spot,231,181,231,23.1,49,Severe,176
Leaf Spot,232,182,232,23.2,50,Severe,176
Leaf Spot,233,183,233,23.3,40,Severe,176
Leaf Spot,234,184,234,23.4,41,Severe,176
Leaf Spot,235,185,235,23.5,42,Severe,176
Leaf Spot,236,186,236,23.6,43,Severe,176
Anthracnose,231,181,231,23.1,49,Severe,176
Anthracnose,232,182,232,23.2,50,Severe,176
Anthracnose,233,183,233,23.3,40,Severe,176
Anthracnose,234,184,234,23.4,41,Severe,176
Anthracnose,235,185,235,23.5,42,Severe,176
Anthracnose,236,186,236,23.6,43,Severe,176
Leaf Spot,225,175,225,22.5,43,Severe,177
Leaf Spot,226,176,226,22.6,44,Severe,177
Leaf Spot,227,177,227,22.7,45,Severe,177
Leaf Spot,228,178,228,22.8,46,Severe,177
Leaf Spot,229,179,229,22.9,47,Severe,177
Leaf Spot,230,180,230,23,48,Severe,177
Anthracnose,225,175,225,22.5,43,Severe,177
Anthracnose,226,176,226,22.6,44,Severe,177
Anthracnose,227,177,227,22.7,45,Severe,177
Anthracnose,228,178,228,22.8,46,Severe,177
Anthracnose,229,179,229,22.9,47,Severe,177
Anthracnose,230,180,230,23,48,Severe,177
Leaf Spot,219,169,219,21.9,48,Severe,178
Leaf Spot,220,170,220,22,49,Severe,178
Leaf Spot,221,171,221,22.1,50,Severe,178
Leaf Spot,222,172,222,22.2,40,Severe,178
Leaf Spot,223,173,223,22.3,41,Severe,178
Leaf Spot,224,174,224,22.4,42,Severe,178
Anthracnose,219,169,219,21.9,48,Severe,178
Anthracnose,220,170,220,22,49,Severe,178
Anthracnose,221,171,221,22.1,50,Severe,178
Anthracnose,222,172,222,22.2,40,Severe,178
Anthracnose,223,173,223,22.3,41,Severe,178
Anthracnose,224,174,224,22.4,42,Severe,178
Leaf Spot,213,163,213,21.3,42,Severe,179
Leaf Spot,214,164,214,21.4,43,Severe,179
Leaf Spot,215,165,215,21.5,44,Severe,179
Leaf Spot,216,166,216,21.6,45,Severe,179
Leaf Spot,217,167,217,21.7,46,Severe,179
Leaf Spot,218,168,218,21.8,47,Severe,179
Anthracnose,213,163,213,21.3,42,Severe,179
Anthracnose,214,164,214,21.4,43,Severe,179
Anthracnose,215,165,215,21.5,44,Severe,179
Anthracnose,216,166,216,21.6,45,Severe,179
Anthracnose,217,167,217,21.7,46,Severe,179
Anthracnose,218,168,218,21.8,47,Severe,179
Leaf Spot,207,157,207,20.7,47,Severe,180
Leaf Spot,208,158,208,20.8,48,Severe,180
Leaf Spot,209,159,209,20.9,49,Severe,180
Leaf Spot,210,160,210,21,50,Severe,180
Leaf Spot,211,161,211,21.1,40,Severe,180
Leaf Spot,212,162,212,21.2,41,Severe,180
Anthracnose,207,157,207,20.7,47,Severe,180
Anthracnose,208,158,208,20.8,48,Severe,180
Anthracnose,209,159,209,20.9,49,Severe,180
Anthracnose,210,160,210,21,50,Severe,180
Anthracnose,211,161,211,21.1,40,Severe,180
Anthracnose,212,162,212,21.2,41,Severe,180
Leaf Spot,200,150,200,20,40,Severe,181
Leaf Spot,201,151,201,20.1,41,Severe,181
Leaf Spot,202,152,202,20.2,42,Severe,181
Leaf Spot,203,153,203,20.3,43,Severe,181
Leaf Spot,204,154,204,20.4,44,Severe,181
Leaf Spot,205,155,205,20.5,45,Severe,181
Leaf Spot,206,156,206,20.6,46,Severe,181
Anthracnose,201,151,201,20.1,41,Severe,181
Anthracnose,202,152,202,20.2,42,Severe,181
Anthracnose,203,153,203,20.3,43,Severe,181
Anthracnose,204,154,204,20.4,44,Severe,181
Anthracnose,205,155,205,20.5,45,Severe,181
Anthracnose,206,156,206,20.6,46,Severe,181
Dieback,231,181,231,23.1,49,Severe,182
Dieback,232,182,232,23.2,50,Severe,182
Dieback,233,183,233,23.3,40,Severe,182
Dieback,234,184,234,23.4,41,Severe,182
Dieback,235,185,235,23.5,42,Severe,182
Dieback,236,186,236,23.6,43,Severe,182
Dieback,237,187,237,23.7,44,Severe,182
Dieback,210,160,210,26.1,46,Severe,183
Dieback,211,161,211,26.2,47,Severe,183
Dieback,212,162,212,26.3,48,Severe,183
Dieback,213,163,213,26.4,49,Severe,183
Dieback,214,164,214,26.5,50,Severe,183
Dieback,215,165,215,26.6,40,Severe,183
Dieback,204,154,204,25.5,40,Severe,184
Dieback,205,155,205,25.6,41,Severe,184
Dieback,206,156,206,25.7,42,Severe,184
Dieback,207,157,207,25.8,43,Severe,184
Dieback,208,158,208,25.9,44,Severe,184
Dieback,209,159,209,26,45,Severe,184
Dieback,249,199,249,24.9,45,Severe,185
Dieback,250,200,250,25,46,Severe,185
Dieback,200,150,200,25.1,47,Severe,185
Dieback,201,151,201,25.2,48,Severe,185
Dieback,202,152,202,25.3,49,Severe,185
Dieback,203,153,203,25.4,50,Severe,185
Dieback,244,194,244,24.4,40,Severe,186
Dieback,245,195,245,24.5,41,Severe,186
Dieback,246,196,246,24.6,42,Severe,186
Dieback,247,197,247,24.7,43,Severe,186
Dieback,248,198,248,24.8,44,Severe,186
Dieback,238,188,238,23.8,45,Severe,187
Dieback,239,189,239,23.9,46,Severe,187
Dieback,240,190,240,24,47,Severe,187
